# Frame  eRMDSD     RMSD
   8132 1.2660e+00 3.9668e-01 
   8133 1.2188e+00 3.8427e-01 
   8134 1.6630e+00 5.2103e-01 
   8135 1.2282e+00 3.5324e-01 
   8136 1.6954e+00 5.3254e-01 
   8137 1.6450e+00 5.3300e-01 
   8138 1.6404e+00 5.1483e-01 
   8139 1.6821e+00 5.2861e-01 
   8140 1.6137e+00 5.0636e-01 
   8141 1.5673e+00 4.6856e-01 
   8142 6.4748e-01 2.0137e-01 
   8143 8.2619e-01 2.2581e-01 
   8144 5.0496e-01 2.0292e-01 
   8145 1.6609e+00 5.3533e-01 
   8146 1.6985e+00 5.3050e-01 
   8147 1.6187e+00 5.2550e-01 
   8148 1.5395e+00 4.6290e-01 
   8149 1.4798e+00 4.5812e-01 
   8150 1.5607e+00 6.2341e-01 
   8151 1.5690e+00 4.9188e-01 
   8152 1.5102e+00 4.6200e-01 
   8153 9.0311e-01 2.8720e-01 
   8154 1.6940e+00 5.1308e-01 
   8155 1.6031e+00 5.2955e-01 
   8156 1.5454e+00 4.7949e-01 
   8157 1.5765e+00 4.8096e-01 
   8158 1.4951e+00 4.9318e-01 
   8159 1.4249e+00 4.5373e-01 
   8160 1.6656e+00 5.1935e-01 
   8161 1.6381e+00 5.2602e-01 
   8162 1.6635e+00 5.3214e-01 
   8163 1.6727e+00 5.1550e-01 
   8164 1.6379e+00 5.2093e-01 
   8165 1.5633e+00 5.2738e-01 
   8166 1.5621e+00 5.1423e-01 
   8167 1.6062e+00 5.0418e-01 
   8168 1.5664e+00 5.2352e-01 
   8169 4.8649e-01 2.0134e-01 
   8170 6.5232e-01 2.1856e-01 
   8171 1.6670e+00 5.2275e-01 
   8172 1.5139e+00 4.7271e-01 
   8173 1.5782e+00 4.6548e-01 
   8174 4.9244e-01 2.0537e-01 
   8175 4.7362e-01 1.7720e-01 
   8176 5.5279e-01 1.9987e-01 
   8177 1.6936e+00 5.1424e-01 
   8178 1.5860e+00 4.6692e-01 
   8179 1.5422e+00 4.9660e-01 
   8180 1.5492e+00 4.6802e-01 
   8181 1.4867e+00 4.6922e-01 
   8182 6.3624e-01 2.4550e-01 
   8183 1.6291e+00 5.4542e-01 
   8184 5.7258e-01 2.3024e-01 
   8185 9.4016e-01 2.8291e-01 
   8186 1.5174e+00 4.6737e-01 
   8187 1.3560e+00 4.6528e-01 
   8188 1.6824e+00 5.1707e-01 
   8189 5.1546e-01 1.7547e-01 
   8190 4.3561e-01 1.8880e-01 
   8191 1.5748e+00 4.6477e-01 
   8192 3.7381e-01 1.2451e-01 
   8193 1.5589e+00 4.6365e-01 
   8194 1.6549e+00 5.3716e-01 
   8195 1.6413e+00 5.2010e-01 
   8196 4.2455e-01 1.9244e-01 
   8197 1.6689e+00 4.9304e-01 
   8198 1.0392e+00 2.9629e-01 
   8199 1.0677e+00 2.9661e-01 
   8200 4.4180e-01 1.4366e-01 
   8201 1.5612e+00 4.7997e-01 
   8202 1.6248e+00 4.8975e-01 
   8203 1.6129e+00 5.3113e-01 
   8204 1.5409e+00 5.1373e-01 
   8205 1.5159e+00 4.7631e-01 
   8206 5.2718e-01 2.1125e-01 
   8207 6.4276e-01 1.8166e-01 
   8208 1.6642e+00 5.1977e-01 
   8209 5.0843e-01 1.3837e-01 
   8210 6.8463e-01 1.8584e-01 
   8211 1.5236e+00 4.5184e-01 
   8212 1.5009e+00 4.8992e-01 
   8213 5.4324e-01 2.7368e-01 
   8214 5.0355e-01 1.3404e-01 
   8215 5.7336e-01 2.0324e-01 
   8216 1.6512e+00 5.0202e-01 
   8217 4.9752e-01 1.8737e-01 
   8218 1.5407e+00 4.7299e-01 
   8219 5.6755e-01 1.7066e-01 
   8220 1.6502e+00 5.1650e-01 
   8221 7.0375e-01 1.9160e-01 
   8222 5.0912e-01 2.4890e-01 
   8223 6.5725e-01 1.6617e-01 
   8224 5.2327e-01 2.1952e-01 
   8225 1.6478e+00 5.0448e-01 
   8226 1.6320e+00 5.1974e-01 
   8227 1.6234e+00 5.2491e-01 
   8228 3.9822e-01 1.8757e-01 
   8229 1.7309e+00 5.1590e-01 
   8230 1.6095e+00 5.2700e-01 
   8231 4.5110e-01 1.9335e-01 
   8232 6.6484e-01 1.7424e-01 
   8233 6.1054e-01 2.2437e-01 
   8234 6.1823e-01 1.8575e-01 
   8235 1.5763e+00 4.5453e-01 
   8236 1.1003e+00 4.3416e-01 
   8237 6.1296e-01 1.9998e-01 
   8238 4.9387e-01 1.9108e-01 
   8239 1.5820e+00 4.8254e-01 
   8240 6.2187e-01 2.0004e-01 
   8241 1.6614e+00 4.9999e-01 
   8242 1.5357e+00 4.7293e-01 
   8243 1.5405e+00 4.7381e-01 
   8244 1.5958e+00 5.2326e-01 
   8245 1.6212e+00 5.0474e-01 
   8246 9.4147e-01 2.6220e-01 
   8247 1.6295e+00 5.1842e-01 
   8248 1.6250e+00 5.0871e-01 
   8249 1.5458e+00 4.6410e-01 
   8250 1.4977e+00 4.6152e-01 
   8251 1.7068e+00 5.3728e-01 
   8252 5.9298e-01 2.5661e-01 
   8253 1.6268e+00 5.0355e-01 
   8254 6.0350e-01 2.0342e-01 
   8255 6.2647e-01 1.6848e-01 
   8256 4.7204e-01 2.0429e-01 
   8257 4.4863e-01 1.8509e-01 
   8258 1.5407e+00 4.6125e-01 
   8259 1.6455e+00 5.3687e-01 
   8260 1.6262e+00 4.5145e-01 
   8261 1.5982e+00 5.1217e-01 
   8262 5.3322e-01 1.8739e-01 
   8263 1.6081e+00 4.6853e-01 
   8264 1.6359e+00 4.4618e-01 
   8265 1.6949e+00 5.3709e-01 
   8266 1.4769e+00 5.2186e-01 
   8267 8.0829e-01 2.8857e-01 
   8268 8.6243e-01 3.0868e-01 
   8269 1.5617e+00 4.7301e-01 
   8270 5.1489e-01 1.7928e-01 
   8271 1.5211e+00 4.5089e-01 
   8272 4.5270e-01 1.5836e-01 
   8273 1.6328e+00 4.7130e-01 
   8274 1.5976e+00 4.9354e-01 
   8275 5.9773e-01 1.4220e-01 
   8276 1.6119e+00 4.6993e-01 
   8277 1.6298e+00 5.3859e-01 
   8278 1.6675e+00 5.0957e-01 
   8279 1.6724e+00 5.1072e-01 
   8280 1.5430e+00 4.8221e-01 
   8281 1.6200e+00 4.6739e-01 
   8282 5.3245e-01 2.2843e-01 
   8283 8.2156e-01 2.6448e-01 
   8284 8.6145e-01 2.9910e-01 
   8285 1.4959e+00 4.6495e-01 
   8286 1.6286e+00 5.1605e-01 
   8287 5.0753e-01 1.9689e-01 
   8288 9.9810e-01 3.1533e-01 
   8289 1.6482e+00 5.2639e-01 
   8290 9.1258e-01 2.8589e-01 
   8291 1.6838e+00 5.2985e-01 
   8292 1.5874e+00 4.9325e-01 
   8293 1.4859e+00 4.4699e-01 
   8294 4.4518e-01 1.8829e-01 
   8295 1.0454e+00 3.3469e-01 
   8296 1.5449e+00 4.7918e-01 
   8297 1.5864e+00 4.7925e-01 
   8298 4.5605e-01 2.2031e-01 
   8299 6.1946e-01 1.9842e-01 
   8300 8.3432e-01 3.0236e-01 
   8301 1.6671e+00 5.2038e-01 
   8302 9.0679e-01 3.2713e-01 
   8303 1.5019e+00 4.4930e-01 
   8304 8.3818e-01 1.5311e-01 
   8305 1.4954e+00 4.7975e-01 
   8306 6.9430e-01 2.1673e-01 
   8307 1.5383e+00 4.7890e-01 
   8308 1.5903e+00 4.8050e-01 
   8309 4.8834e-01 1.8710e-01 
   8310 6.1953e-01 2.1643e-01 
   8311 1.5541e+00 4.7634e-01 
   8312 1.5930e+00 4.4332e-01 
   8313 9.3802e-01 1.7235e-01 
   8314 1.4011e+00 4.9399e-01 
   8315 1.6118e+00 4.5312e-01 
   8316 1.0256e+00 2.9011e-01 
   8317 1.5760e+00 4.4661e-01 
   8318 1.4800e+00 4.6369e-01 
   8319 1.4697e+00 4.8349e-01 
   8320 1.6803e+00 5.2078e-01 
   8321 5.0922e-01 2.1312e-01 
   8322 5.4772e-01 2.2127e-01 
   8323 1.2909e+00 4.7246e-01 
   8324 1.6316e+00 5.5038e-01 
   8325 1.5734e+00 4.4842e-01 
   8326 1.5529e+00 4.8604e-01 
   8327 1.3946e+00 4.6678e-01 
   8328 7.9507e-01 2.0901e-01 
   8329 8.5302e-01 2.4432e-01 
   8330 8.8406e-01 3.4919e-01 
   8331 5.8283e-01 1.7384e-01 
   8332 1.5769e+00 4.9258e-01 
   8333 1.6472e+00 5.1861e-01 
   8334 9.2628e-01 2.8586e-01 
   8335 1.6208e+00 4.8678e-01 
   8336 1.5887e+00 4.7968e-01 
   8337 1.5169e+00 4.4339e-01 
   8338 1.6073e+00 4.7484e-01 
   8339 1.5659e+00 4.8976e-01 
   8340 4.3828e-01 1.7067e-01 
   8341 1.4118e+00 4.7372e-01 
   8342 5.0735e-01 1.7546e-01 
   8343 1.5711e+00 4.7191e-01 
   8344 1.5965e+00 4.7547e-01 
   8345 5.5165e-01 1.7001e-01 
   8346 1.5688e+00 4.7328e-01 
   8347 1.6828e+00 5.2537e-01 
   8348 6.0592e-01 2.3203e-01 
   8349 1.5788e+00 5.0045e-01 
   8350 1.6760e+00 5.2061e-01 
   8351 1.5206e+00 4.7616e-01 
   8352 8.3444e-01 2.4539e-01 
   8353 1.6937e+00 5.1580e-01 
   8354 1.6407e+00 4.7507e-01 
   8355 1.4539e+00 4.6751e-01 
   8356 1.6038e+00 5.0504e-01 
   8357 1.4768e+00 4.3105e-01 
   8358 1.5282e+00 5.2968e-01 
   8359 1.6254e+00 5.0967e-01 
   8360 1.5068e+00 5.0943e-01 
   8361 6.4388e-01 2.0239e-01 
   8362 5.7550e-01 1.8083e-01 
   8363 1.6526e+00 5.2125e-01 
   8364 4.4358e-01 1.7803e-01 
   8365 5.2792e-01 1.7035e-01 
   8366 1.6659e+00 5.4154e-01 
   8367 1.6229e+00 5.2421e-01 
   8368 1.6854e+00 5.1367e-01 
   8369 1.6166e+00 5.1643e-01 
   8370 1.6325e+00 4.8912e-01 
   8371 1.6035e+00 5.0535e-01 
   8372 1.6550e+00 5.0768e-01 
   8373 1.6540e+00 5.2608e-01 
   8374 1.5647e+00 4.7126e-01 
   8375 6.4779e-01 2.2760e-01 
   8376 1.4840e+00 4.7294e-01 
   8377 1.5572e+00 4.9301e-01 
   8378 6.5118e-01 2.0661e-01 
   8379 1.6776e+00 5.0971e-01 
   8380 1.4685e+00 4.3148e-01 
   8381 1.4695e+00 4.6901e-01 
   8382 1.5505e+00 4.7974e-01 
   8383 6.6359e-01 2.4145e-01 
   8384 1.5452e+00 4.4852e-01 
   8385 1.4978e+00 4.5781e-01 
   8386 1.3928e+00 4.6313e-01 
   8387 1.5294e+00 4.8297e-01 
   8388 1.6504e+00 5.2733e-01 
   8389 7.3654e-01 2.7800e-01 
   8390 1.1411e+00 3.5386e-01 
   8391 1.1241e+00 3.4664e-01 
   8392 1.6431e+00 5.1357e-01 
   8393 1.6923e+00 5.2144e-01 
   8394 1.6702e+00 5.0833e-01 
   8395 1.6272e+00 5.1327e-01 
   8396 1.6187e+00 5.0262e-01 
   8397 1.6612e+00 5.2717e-01 
   8398 7.8648e-01 2.6906e-01 
   8399 1.6253e+00 4.7020e-01 
   8400 1.6665e+00 5.2151e-01 
   8401 5.4837e-01 1.8584e-01 
   8402 1.6575e+00 5.3349e-01 
   8403 1.6898e+00 5.0775e-01 
   8404 9.0910e-01 2.9439e-01 
   8405 1.6333e+00 5.1632e-01 
   8406 9.3298e-01 2.9551e-01 
   8407 1.6087e+00 5.1417e-01 
   8408 4.4688e-01 2.2260e-01 
   8409 9.8208e-01 2.8317e-01 
   8410 9.7396e-01 2.7236e-01 
   8411 4.4530e-01 1.8591e-01 
   8412 6.9461e-01 2.4281e-01 
   8413 1.7028e+00 5.2003e-01 
   8414 7.4175e-01 2.4140e-01 
   8415 1.1882e+00 3.8737e-01 
   8416 8.4740e-01 2.7542e-01 
   8417 5.8954e-01 1.7265e-01 
   8418 8.2438e-01 2.5269e-01 
   8419 4.3481e-01 1.5414e-01 
   8420 1.6426e+00 4.9766e-01 
   8421 5.7069e-01 2.1631e-01 
   8422 1.6730e+00 5.2375e-01 
   8423 1.2452e+00 4.0505e-01 
   8424 1.6321e+00 5.2559e-01 
   8425 1.1800e+00 3.7524e-01 
   8426 5.8918e-01 2.1488e-01 
   8427 7.3315e-01 3.0302e-01 
   8428 1.5806e+00 4.9697e-01 
   8429 1.6626e+00 5.2180e-01 
   8430 1.5631e+00 4.8066e-01 
   8431 1.6287e+00 5.1124e-01 
   8432 1.4141e+00 4.6386e-01 
   8433 1.4134e+00 4.8098e-01 
   8434 4.7709e-01 1.9362e-01 
   8435 1.2395e+00 3.8126e-01 
   8436 3.9832e-01 1.3019e-01 
   8437 9.0947e-01 3.9058e-01 
   8438 1.6798e+00 5.1881e-01 
   8439 4.6669e-01 1.8267e-01 
   8440 3.5871e-01 1.7818e-01 
   8441 1.4333e+00 4.9152e-01 
   8442 1.2635e+00 3.7348e-01 
   8443 6.3935e-01 1.8685e-01 
   8444 5.5288e-01 1.8339e-01 
   8445 7.3107e-01 2.4814e-01 
   8446 9.0685e-01 3.0452e-01 
   8447 1.6581e+00 5.0951e-01 
   8448 8.5661e-01 3.5641e-01 
   8449 1.5042e+00 4.6603e-01 
   8450 1.4579e+00 4.5862e-01 
   8451 8.0840e-01 2.9128e-01 
   8452 7.2750e-01 2.4541e-01 
   8453 8.7547e-01 3.7053e-01 
   8454 8.9627e-01 3.6717e-01 
   8455 8.9555e-01 3.5766e-01 
   8456 6.4972e-01 2.4525e-01 
   8457 4.7932e-01 1.6248e-01 
   8458 6.1392e-01 1.4168e-01 
   8459 3.1238e-01 9.9640e-02 
   8460 1.6145e+00 5.1337e-01 
   8461 9.2018e-01 1.9239e-01 
   8462 5.4285e-01 1.9262e-01 
   8463 1.5951e+00 4.4143e-01 
   8464 4.8699e-01 1.9856e-01 
   8465 4.9440e-01 1.8547e-01 
   8466 4.5833e-01 1.2353e-01 
   8467 5.7873e-01 2.3833e-01 
   8468 7.9704e-01 2.5242e-01 
   8469 6.9299e-01 2.4825e-01 
   8470 5.9599e-01 1.7099e-01 
   8471 1.6534e+00 5.2455e-01 
   8472 1.1863e+00 5.3827e-01 
   8473 8.6628e-01 2.2444e-01 
   8474 5.3524e-01 1.9694e-01 
   8475 4.8966e-01 1.7360e-01 
   8476 4.8686e-01 1.0698e-01 
   8477 4.4561e-01 1.3743e-01 
   8478 1.5598e+00 5.2613e-01 
   8479 7.9225e-01 2.4822e-01 
   8480 4.3329e-01 1.9298e-01 
   8481 1.5026e+00 5.0033e-01 
   8482 1.4389e+00 4.5168e-01 
   8483 4.3194e-01 1.5741e-01 
   8484 1.6885e+00 5.2557e-01 
   8485 1.6665e+00 5.1041e-01 
   8486 1.6377e+00 5.1785e-01 
   8487 9.1431e-01 2.4507e-01 
   8488 1.6285e+00 5.1546e-01 
   8489 1.6246e+00 4.5563e-01 
   8490 8.7752e-01 2.4446e-01 
   8491 1.5108e+00 4.8050e-01 
   8492 1.6237e+00 4.5425e-01 
   8493 8.0477e-01 2.5035e-01 
   8494 4.7808e-01 2.0770e-01 
   8495 6.2044e-01 2.4580e-01 
   8496 9.9313e-01 2.4679e-01 
   8497 5.4326e-01 1.9397e-01 
   8498 1.6463e+00 5.0918e-01 
   8499 1.5669e+00 4.4435e-01 
   8500 1.5175e+00 4.8216e-01 
   8501 1.6476e+00 4.6710e-01 
   8502 8.6982e-01 2.6442e-01 
   8503 1.4915e+00 4.5624e-01 
   8504 5.5262e-01 2.2621e-01 
   8505 1.5584e+00 4.3510e-01 
   8506 6.7611e-01 2.4104e-01 
   8507 1.5399e+00 4.4303e-01 
   8508 1.6349e+00 5.2111e-01 
   8509 1.5216e+00 4.3078e-01 
   8510 8.9797e-01 2.7049e-01 
   8511 1.5518e+00 4.1203e-01 
   8512 1.6606e+00 5.0405e-01 
   8513 1.6643e+00 5.3626e-01 
   8514 1.3446e+00 6.1866e-01 
   8515 1.4906e+00 4.3840e-01 
   8516 6.9299e-01 2.3770e-01 
   8517 1.6505e+00 5.2411e-01 
   8518 1.4682e+00 4.9552e-01 
   8519 1.6455e+00 4.6468e-01 
   8520 1.6055e+00 4.3986e-01 
   8521 1.6459e+00 5.3070e-01 
   8522 6.9903e-01 1.8767e-01 
   8523 7.1814e-01 2.5155e-01 
   8524 3.4118e-01 1.0079e-01 
   8525 1.6308e+00 4.6033e-01 
   8526 1.4350e+00 4.3262e-01 
   8527 1.4337e+00 4.5082e-01 
   8528 1.6173e+00 5.1680e-01 
   8529 1.6420e+00 5.2193e-01 
   8530 4.8070e-01 2.0026e-01 
   8531 1.4308e+00 4.7741e-01 
   8532 1.4820e+00 4.7252e-01 
   8533 1.4689e+00 4.7352e-01 
   8534 1.5151e+00 4.5817e-01 
   8535 1.4188e+00 4.9751e-01 
   8536 5.2422e-01 2.1125e-01 
   8537 5.0774e-01 1.5544e-01 
   8538 1.4772e+00 4.7785e-01 
   8539 4.3189e-01 1.7269e-01 
   8540 4.2045e-01 1.6779e-01 
   8541 5.8125e-01 2.4021e-01 
   8542 1.5748e+00 4.6657e-01 
   8543 1.6325e+00 5.1929e-01 
   8544 1.6560e+00 5.3000e-01 
   8545 1.4236e+00 4.7732e-01 
   8546 8.3323e-01 3.5665e-01 
   8547 1.5185e+00 4.6782e-01 
   8548 1.5695e+00 4.5293e-01 
   8549 6.9929e-01 3.3786e-01 
   8550 1.6052e+00 4.9718e-01 
   8551 1.5888e+00 4.7867e-01 
   8552 1.6202e+00 5.2746e-01 
   8553 1.6737e+00 5.1088e-01 
   8554 5.2818e-01 2.5145e-01 
   8555 5.2508e-01 1.8448e-01 
   8556 8.1387e-01 3.3356e-01 
   8557 7.1452e-01 2.6831e-01 
   8558 8.5896e-01 1.6949e-01 
   8559 7.0480e-01 2.5584e-01 
   8560 4.7087e-01 1.9813e-01 
   8561 4.4811e-01 1.8926e-01 
   8562 1.6597e+00 5.0302e-01 
   8563 5.4318e-01 2.1414e-01 
   8564 8.7617e-01 3.7432e-01 
   8565 6.4209e-01 2.2670e-01 
   8566 3.3161e-01 1.4509e-01 
   8567 1.6693e+00 5.1213e-01 
   8568 1.5853e+00 5.1748e-01 
   8569 1.5697e+00 4.3670e-01 
   8570 1.7252e+00 5.6467e-01 
   8571 1.5786e+00 4.9324e-01 
   8572 1.5474e+00 4.9826e-01 
   8573 1.6619e+00 5.2446e-01 
   8574 1.5978e+00 4.8645e-01 
   8575 1.6328e+00 5.2251e-01 
   8576 8.3248e-01 2.3940e-01 
   8577 1.1699e+00 2.9192e-01 
   8578 1.6952e+00 5.2006e-01 
   8579 1.5517e+00 4.7223e-01 
   8580 1.7308e+00 5.7571e-01 
   8581 1.5620e+00 4.8681e-01 
   8582 1.7019e+00 5.2909e-01 
   8583 7.6251e-01 2.3862e-01 
   8584 5.7659e-01 1.3628e-01 
   8585 6.0979e-01 1.9171e-01 
   8586 8.8341e-01 1.6397e-01 
   8587 1.5946e+00 4.5618e-01 
   8588 9.8705e-01 3.3355e-01 
   8589 8.3400e-01 3.0885e-01 
   8590 7.6521e-01 2.8972e-01 
   8591 9.1407e-01 2.6983e-01 
   8592 6.2041e-01 2.0599e-01 
   8593 8.7692e-01 2.8237e-01 
   8594 7.0830e-01 2.6043e-01 
   8595 4.9255e-01 1.3767e-01 
   8596 5.9287e-01 2.0153e-01 
   8597 5.9863e-01 1.5479e-01 
   8598 5.1789e-01 1.9986e-01 
   8599 8.6664e-01 2.6127e-01 
   8600 1.6449e+00 5.2653e-01 
   8601 1.5771e+00 4.8925e-01 
   8602 5.0579e-01 2.0198e-01 
   8603 1.6271e+00 4.8849e-01 
   8604 7.3004e-01 2.4474e-01 
   8605 1.6903e+00 5.7184e-01 
   8606 7.8286e-01 1.9845e-01 
   8607 6.8132e-01 2.3765e-01 
   8608 5.1815e-01 1.4811e-01 
   8609 1.7090e+00 5.5242e-01 
   8610 5.0810e-01 1.8687e-01 
   8611 5.8487e-01 1.4430e-01 
   8612 1.4791e+00 4.6292e-01 
   8613 6.7074e-01 1.9858e-01 
   8614 1.5754e+00 4.8549e-01 
   8615 3.9769e-01 1.6302e-01 
   8616 1.7143e+00 5.6326e-01 
   8617 8.9957e-01 2.7701e-01 
   8618 3.7863e-01 1.7447e-01 
   8619 8.0727e-01 2.6721e-01 
   8620 1.6849e+00 5.2135e-01 
   8621 3.9302e-01 1.4507e-01 
   8622 4.3018e-01 1.4586e-01 
   8623 1.5839e+00 4.5703e-01 
   8624 1.5621e+00 4.6557e-01 
   8625 1.6758e+00 5.5817e-01 
   8626 8.7337e-01 2.8862e-01 
   8627 1.6800e+00 4.9826e-01 
   8628 7.6663e-01 2.8040e-01 
   8629 8.4057e-01 2.6275e-01 
   8630 4.2943e-01 1.6382e-01 
   8631 7.0826e-01 1.9131e-01 
   8632 6.1281e-01 2.2781e-01 
   8633 5.0144e-01 2.2063e-01 
   8634 1.1494e+00 3.8159e-01 
   8635 1.6137e+00 5.0297e-01 
   8636 8.8454e-01 2.5543e-01 
   8637 1.6248e+00 5.0665e-01 
   8638 5.3025e-01 1.8520e-01 
   8639 5.1871e-01 2.3247e-01 
   8640 5.1308e-01 1.8922e-01 
   8641 8.9543e-01 2.3503e-01 
   8642 1.6507e+00 5.0685e-01 
   8643 5.0364e-01 1.5865e-01 
   8644 1.6462e+00 4.6031e-01 
   8645 4.8680e-01 1.8518e-01 
   8646 1.5337e+00 4.7291e-01 
   8647 1.6036e+00 5.2057e-01 
   8648 1.6536e+00 5.2967e-01 
   8649 1.5476e+00 4.5636e-01 
   8650 5.1108e-01 1.1317e-01 
   8651 6.9929e-01 1.5992e-01 
   8652 5.0077e-01 1.1740e-01 
   8653 4.3479e-01 1.2619e-01 
   8654 5.9114e-01 1.2456e-01 
   8655 1.5817e+00 4.7252e-01 
   8656 1.6466e+00 5.1820e-01 
   8657 1.5958e+00 5.1573e-01 
   8658 1.4812e+00 4.6268e-01 
   8659 1.6479e+00 5.1636e-01 
   8660 6.2066e-01 2.0452e-01 
   8661 1.3767e+00 5.3607e-01 
   8662 1.5707e+00 4.7438e-01 
   8663 1.6297e+00 4.7555e-01 
   8664 9.4665e-01 2.8851e-01 
   8665 1.1144e+00 2.4393e-01 
   8666 9.0732e-01 2.7887e-01 
   8667 1.6683e+00 5.2708e-01 
   8668 1.5495e+00 4.7345e-01 
   8669 1.4150e+00 4.8842e-01 
   8670 1.5181e+00 4.6802e-01 
   8671 1.1534e+00 3.1243e-01 
   8672 1.5890e+00 4.7791e-01 
   8673 1.5427e+00 4.7844e-01 
   8674 1.6390e+00 5.1648e-01 
   8675 1.6439e+00 5.4379e-01 
   8676 6.2596e-01 2.4153e-01 
   8677 1.4706e+00 4.5622e-01 
   8678 4.0482e-01 1.8102e-01 
   8679 1.6162e+00 5.3402e-01 
   8680 1.5917e+00 5.2037e-01 
   8681 1.6099e+00 5.3279e-01 
   8682 1.4128e+00 4.6956e-01 
   8683 7.0268e-01 2.6316e-01 
   8684 5.5505e-01 1.7807e-01 
   8685 1.3854e+00 4.6604e-01 
   8686 1.5160e+00 4.9279e-01 
   8687 5.6862e-01 2.1509e-01 
   8688 4.8213e-01 1.9275e-01 
   8689 9.1988e-01 3.1420e-01 
   8690 6.7478e-01 2.1859e-01 
   8691 1.5192e+00 4.9424e-01 
   8692 8.3314e-01 3.0003e-01 
   8693 1.5631e+00 4.7767e-01 
   8694 9.5091e-01 3.3743e-01 
   8695 8.9945e-01 3.2581e-01 
   8696 8.8050e-01 3.1132e-01 
   8697 8.5214e-01 3.2848e-01 
   8698 1.5666e+00 4.8017e-01 
   8699 1.6757e+00 5.2356e-01 
   8700 1.5498e+00 4.9250e-01 
   8701 1.7174e+00 5.9921e-01 
   8702 1.5890e+00 4.9023e-01 
   8703 1.5946e+00 4.6793e-01 
   8704 1.4690e+00 3.8398e-01 
   8705 1.4765e+00 4.1732e-01 
   8706 1.5713e+00 4.7258e-01 
   8707 1.7176e+00 5.8987e-01 
   8708 1.6629e+00 5.4750e-01 
   8709 1.6884e+00 5.9398e-01 
   8710 1.6230e+00 4.8388e-01 
   8711 1.6926e+00 5.2560e-01 
   8712 1.3789e+00 3.6047e-01 
   8713 1.3747e+00 3.6869e-01 
   8714 1.4377e+00 5.3776e-01 
   8715 1.4602e+00 5.6579e-01 
   8716 5.4713e-01 1.9353e-01 
   8717 1.6456e+00 5.2093e-01 
   8718 5.8114e-01 2.9364e-01 
   8719 1.6625e+00 5.2335e-01 
   8720 1.6421e+00 5.1976e-01 
   8721 1.6385e+00 5.1471e-01 
   8722 1.5417e+00 4.6855e-01 
   8723 5.9206e-01 1.6574e-01 
   8724 1.6877e+00 5.4304e-01 
   8725 1.6340e+00 5.2554e-01 
   8726 1.0148e+00 3.0512e-01 
   8727 1.0094e+00 3.6989e-01 
   8728 8.9891e-01 3.6698e-01 
   8729 1.5581e+00 4.1218e-01 
   8730 1.5842e+00 4.1465e-01 
   8731 1.5280e+00 4.7772e-01 
   8732 4.7838e-01 1.9642e-01 
   8733 5.8579e-01 1.8243e-01 
   8734 4.7512e-01 1.9412e-01 
   8735 4.6183e-01 1.6373e-01 
   8736 8.4283e-01 2.3753e-01 
   8737 7.1597e-01 2.0051e-01 
   8738 1.6602e+00 5.0782e-01 
   8739 7.5172e-01 2.4436e-01 
   8740 1.6156e+00 5.1737e-01 
   8741 1.6488e+00 5.1458e-01 
   8742 1.6727e+00 5.6864e-01 
   8743 1.6846e+00 5.1839e-01 
   8744 1.7156e+00 5.8111e-01 
   8745 1.6271e+00 5.2687e-01 
   8746 1.6613e+00 5.1140e-01 
   8747 9.4513e-01 3.0882e-01 
   8748 1.5121e+00 5.4040e-01 
   8749 1.6480e+00 5.0464e-01 
   8750 1.4512e+00 4.8344e-01 
   8751 1.5072e+00 5.1397e-01 
   8752 1.6273e+00 5.1021e-01 
   8753 1.6608e+00 5.2179e-01 
   8754 1.6650e+00 5.3255e-01 
   8755 9.4708e-01 2.6608e-01 
   8756 4.4919e-01 1.9791e-01 
   8757 8.5222e-01 2.2801e-01 
   8758 9.2887e-01 2.7168e-01 
   8759 1.0871e+00 4.6854e-01 
   8760 1.1058e+00 4.5190e-01 
   8761 1.6627e+00 4.2565e-01 
   8762 5.2219e-01 1.3022e-01 
   8763 1.6830e+00 5.3202e-01 
   8764 3.4556e-01 1.2328e-01 
   8765 1.5253e+00 4.1578e-01 
   8766 1.6590e+00 5.2028e-01 
   8767 1.0943e+00 4.4683e-01 
   8768 1.5267e+00 5.8453e-01 
   8769 4.9176e-01 1.9608e-01 
   8770 4.0848e-01 1.8925e-01 
   8771 5.7392e-01 1.9701e-01 
   8772 4.7808e-01 2.0116e-01 
   8773 5.0083e-01 2.2143e-01 
   8774 3.8090e-01 9.3365e-02 
   8775 1.0857e+00 4.6237e-01 
   8776 8.5279e-01 2.3645e-01 
   8777 1.5924e+00 4.0898e-01 
   8778 6.3663e-01 1.9720e-01 
   8779 1.6554e+00 5.1783e-01 
   8780 1.6450e+00 5.2380e-01 
   8781 1.6048e+00 4.3420e-01 
   8782 1.6212e+00 4.2048e-01 
   8783 1.6423e+00 5.2629e-01 
   8784 7.3715e-01 2.4533e-01 
   8785 1.1381e+00 3.5320e-01 
   8786 1.5967e+00 4.9570e-01 
   8787 1.6567e+00 5.6461e-01 
   8788 1.7364e+00 5.7173e-01 
   8789 9.6038e-01 3.3635e-01 
   8790 1.6436e+00 5.1104e-01 
   8791 1.6953e+00 5.1600e-01 
   8792 1.6875e+00 5.1447e-01 
   8793 1.6238e+00 5.0525e-01 
   8794 6.4550e-01 2.2907e-01 
   8795 6.2639e-01 2.2814e-01 
   8796 1.6851e+00 5.1411e-01 
