# DATA=SAXS PRIOR=GAUSS
  3.725569e-02   2.879065e+00   2.897540e-01
  4.194901e-02   3.024927e+00   1.821833e-01
  4.664234e-02   3.234187e+00   1.452437e-01
  5.133567e-02   3.046680e+00   1.186733e-01
  5.602899e-02   3.106670e+00   9.813515e-02
  6.072232e-02   3.071315e+00   7.813898e-02
  6.541565e-02   3.085278e+00   7.080427e-02
  7.010897e-02   3.277371e+00   6.119374e-02
  7.480230e-02   3.220847e+00   5.733103e-02
  7.949563e-02   3.225745e+00   4.786137e-02
  8.418895e-02   3.162921e+00   4.235437e-02
  8.888228e-02   3.117542e+00   4.226625e-02
  9.357561e-02   3.138837e+00   3.878911e-02
  9.826893e-02   3.191681e+00   3.527612e-02
  1.029623e-01   3.142838e+00   3.058339e-02
  1.076556e-01   3.199279e+00   3.221133e-02
  1.123489e-01   3.231336e+00   3.012241e-02
  1.170422e-01   3.141208e+00   2.754431e-02
  1.217356e-01   3.159885e+00   2.582111e-02
  1.264289e-01   3.184620e+00   2.592731e-02
  1.311222e-01   3.170178e+00   2.480544e-02
  1.358155e-01   3.150095e+00   2.430638e-02
  1.405089e-01   3.157202e+00   2.270704e-02
  1.452022e-01   3.185958e+00   2.269918e-02
  1.498955e-01   3.120093e+00   2.172244e-02
  1.545888e-01   3.138132e+00   2.151535e-02
  1.592822e-01   3.141325e+00   2.077004e-02
  1.639755e-01   3.145315e+00   1.957036e-02
  1.686688e-01   3.130165e+00   1.994616e-02
  1.733622e-01   3.121537e+00   1.975411e-02
  1.780555e-01   3.099844e+00   1.873466e-02
  1.827488e-01   3.112804e+00   1.828851e-02
  1.874421e-01   3.103726e+00   1.818180e-02
  1.921355e-01   3.127246e+00   1.829602e-02
  1.968288e-01   3.077555e+00   1.798982e-02
  2.015221e-01   3.124893e+00   1.735364e-02
  2.062154e-01   3.091733e+00   1.652782e-02
  2.109088e-01   3.116631e+00   1.694167e-02
  2.156021e-01   3.122903e+00   1.702483e-02
  2.202954e-01   3.102887e+00   1.623920e-02
  2.249887e-01   3.105833e+00   1.577567e-02
  2.296821e-01   3.089877e+00   1.599347e-02
  2.343754e-01   3.076845e+00   1.611129e-02
  2.390687e-01   3.111903e+00   1.562226e-02
  2.437621e-01   3.064094e+00   1.525241e-02
  2.484554e-01   3.077998e+00   1.533484e-02
  2.531487e-01   3.039362e+00   1.526551e-02
  2.578420e-01   3.046194e+00   1.479353e-02
  2.625354e-01   3.038234e+00   1.424265e-02
  2.672287e-01   3.064503e+00   1.464168e-02
  2.719220e-01   3.044258e+00   1.459794e-02
  2.766153e-01   3.040907e+00   1.429460e-02
  2.813087e-01   3.030625e+00   1.386712e-02
  2.860020e-01   3.039609e+00   1.364523e-02
  2.906953e-01   3.025566e+00   1.421404e-02
  2.953886e-01   3.022552e+00   1.400303e-02
  3.000820e-01   3.047537e+00   1.328143e-02
  3.047753e-01   3.017555e+00   1.332636e-02
  3.094686e-01   2.990438e+00   1.328315e-02
  3.141619e-01   2.996267e+00   1.369326e-02
  3.188553e-01   2.968405e+00   1.271051e-02
  3.235486e-01   2.984661e+00   1.293395e-02
  3.282419e-01   2.961343e+00   1.289510e-02
  3.329353e-01   2.951707e+00   1.314498e-02
  3.376286e-01   2.958624e+00   1.238499e-02
  3.423219e-01   2.982770e+00   1.253756e-02
  3.470152e-01   2.975711e+00   1.264161e-02
  3.517086e-01   2.933487e+00   1.325997e-02
  3.564019e-01   2.948213e+00   1.307381e-02
  3.610952e-01   2.940404e+00   1.301141e-02
  3.657885e-01   2.935380e+00   1.347796e-02
  3.704819e-01   2.938124e+00   1.373952e-02
  3.751752e-01   2.937855e+00   1.409269e-02
  3.798685e-01   2.904537e+00   1.338001e-02
  3.845618e-01   2.908492e+00   1.405884e-02
  3.892552e-01   2.891929e+00   1.392461e-02
  3.939485e-01   2.898658e+00   1.422704e-02
  3.986418e-01   2.882999e+00   1.433848e-02
  4.033351e-01   2.905171e+00   1.498606e-02
  4.080285e-01   2.869329e+00   1.524281e-02
  4.127218e-01   2.856522e+00   1.540743e-02
  4.174151e-01   2.844465e+00   1.561751e-02
  4.221085e-01   2.853106e+00   1.596808e-02
  4.268018e-01   2.859440e+00   1.651442e-02
  4.314951e-01   2.821567e+00   1.679167e-02
  4.361884e-01   2.818922e+00   1.680374e-02
  4.408818e-01   2.796186e+00   1.702093e-02
  4.455751e-01   2.785420e+00   1.745235e-02
  4.502684e-01   2.797701e+00   1.735464e-02
  4.549617e-01   2.767149e+00   1.774366e-02
  4.596551e-01   2.766126e+00   1.720549e-02
  4.643484e-01   2.814833e+00   1.703594e-02
  4.690417e-01   2.762475e+00   1.658848e-02
  4.737350e-01   2.751529e+00   1.611828e-02
  4.784284e-01   2.744302e+00   1.616016e-02
  4.831217e-01   2.736294e+00   1.608424e-02
  4.878150e-01   2.784509e+00   1.586692e-02
  4.925083e-01   2.684668e+00   1.599410e-02
  4.972017e-01   2.733219e+00   1.585341e-02
  5.018950e-01   2.712018e+00   1.521260e-02
  5.065883e-01   2.706649e+00   1.540457e-02
  5.112817e-01   2.681884e+00   1.572483e-02
  5.159750e-01   2.672080e+00   1.562006e-02
  5.206683e-01   2.689407e+00   1.477715e-02
  5.253616e-01   2.668465e+00   1.518381e-02
  5.300550e-01   2.645508e+00   1.540604e-02
  5.347483e-01   2.653322e+00   1.516482e-02
  5.394416e-01   2.645779e+00   1.462853e-02
  5.441349e-01   2.622294e+00   1.477042e-02
  5.488283e-01   2.627419e+00   1.482957e-02
  5.535216e-01   2.618797e+00   1.485681e-02
